time_s,target_dof_right_hip_pitch_04,target_dof_right_hip_roll_03,target_dof_right_hip_yaw_03,target_dof_right_knee_04,target_dof_right_ankle_02,target_dof_left_hip_pitch_04,target_dof_left_hip_roll_03,target_dof_left_hip_yaw_03,target_dof_left_knee_04,target_dof_left_ankle_02,pos_dof_right_hip_pitch_04,pos_dof_right_hip_roll_03,pos_dof_right_hip_yaw_03,pos_dof_right_knee_04,pos_dof_right_ankle_02,pos_dof_left_hip_pitch_04,pos_dof_left_hip_roll_03,pos_dof_left_hip_yaw_03,pos_dof_left_knee_04,pos_dof_left_ankle_02,vel_dof_right_hip_pitch_04,vel_dof_right_hip_roll_03,vel_dof_right_hip_yaw_03,vel_dof_right_knee_04,vel_dof_right_ankle_02,vel_dof_left_hip_pitch_04,vel_dof_left_hip_roll_03,vel_dof_left_hip_yaw_03,vel_dof_left_knee_04,vel_dof_left_ankle_02,policy_target_dof_right_hip_pitch_04,policy_target_dof_right_hip_roll_03,policy_target_dof_right_hip_yaw_03,policy_target_dof_right_knee_04,policy_target_dof_right_ankle_02,policy_target_dof_left_hip_pitch_04,policy_target_dof_left_hip_roll_03,policy_target_dof_left_hip_yaw_03,policy_target_dof_left_knee_04,policy_target_dof_left_ankle_02,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pg_x,pg_y,pg_z
0.0,-0.0847313329577446,-0.005737477447837591,0.07299289852380753,-0.007324112579226494,0.08221201598644257,-0.0245321374386549,-0.006844538729637861,-0.04999969154596329,0.0893334373831749,0.038670819252729416,-0.0847313329577446,-0.005737477447837591,0.07299289852380753,-0.007324112579226494,0.08221201598644257,-0.0245321374386549,-0.006844538729637861,-0.04999969154596329,0.0893334373831749,0.038670819252729416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019467651844024658,-0.028713921085000038,0.15778201818466187,-0.8958002924919128,-0.48301565647125244,-0.07580709457397461,0.04504147171974182,-0.0949632003903389,0.851008951663971,-0.18959131836891174,-32.813106536865234,-3.564539909362793,-3.6741299629211426,0.0,0.0,-0.0,9.8100004196167,-2.2824278858024627e-05,2.6844125500247173e-07
0.02,-0.11817935109138489,0.0004723527526948601,0.079665407538414,-0.13564470410346985,-0.0363134890794754,-0.013278280384838581,-0.0025936681777238846,-0.0553550086915493,0.2587983310222626,-0.22703109681606293,-0.11817935109138489,0.0004723527526948601,0.079665407538414,-0.13564470410346985,-0.0363134890794754,-0.013278280384838581,-0.0025936681777238846,-0.0553550086915493,0.2587983310222626,-0.22703109681606293,-0.7730405926704407,0.3011263906955719,1.459776759147644,-8.565256118774414,8.557218551635742,-0.6678964495658875,0.2572475075721741,-0.9804456830024719,10.17229175567627,-1.9164429903030396,-0.0603596568107605,-0.061092227697372437,0.11268019676208496,-0.8147139549255371,-0.40235579013824463,-0.018294692039489746,0.08138877153396606,-0.14416107535362244,0.7792994976043701,-0.1587863266468048,-4.1956071853637695,8.526036262512207,1.2806931734085083,0.09443103522062302,0.2935299575328827,-1.6117362976074219,9.809630393981934,0.0734662413597107,0.043088797479867935
0.04,-0.12848298251628876,0.0021163104102015495,0.10010503977537155,-0.30680572986602783,0.07333158701658249,-0.026181582361459732,0.0022315820679068565,-0.08300801366567612,0.42362281680107117,-0.28381556272506714,-0.12848298251628876,0.0021163104102015495,0.10010503977537155,-0.30680572986602783,0.07333158701658249,-0.026181582361459732,0.0022315820679068565,-0.08300801366567612,0.42362281680107117,-0.28381556272506714,-0.3677128255367279,0.16935555636882782,0.6059976816177368,-7.485225677490234,4.792569637298584,-0.3936326503753662,0.39542269706726074,-1.676295518875122,6.616948127746582,1.1345196962356567,-0.14149580895900726,-0.07898177951574326,0.03221597895026207,-0.7258458137512207,0.0722740888595581,0.09821274876594543,0.07174372673034668,-0.24275991320610046,0.6740928888320923,-0.2775360941886902,-5.155462265014648,2.668267011642456,0.05091874673962593,-0.5063813924789429,0.20729556679725647,-2.1350724697113037,9.798322677612305,0.4696252942085266,0.09183147549629211
0.06,-0.1341114193201065,0.0018907622434198856,0.0883370116353035,-0.43490710854530334,0.13584043085575104,-0.026109544560313225,0.0053317914716899395,-0.13486286997795105,0.5223082900047302,-0.3224543333053589,-0.1341114193201065,0.0018907622434198856,0.0883370116353035,-0.43490710854530334,0.13584043085575104,-0.026109544560313225,0.0053317914716899395,-0.13486286997795105,0.5223082900047302,-0.3224543333053589,-0.23829279839992523,-0.11453642696142197,-1.5377684831619263,-5.406899452209473,3.1913936138153076,0.19570329785346985,0.08692558109760284,-3.2863259315490723,4.127861976623535,-3.1400668621063232,-0.2712428867816925,-0.09912823140621185,0.03916953131556511,-0.8350992798805237,0.1552060842514038,0.06931164860725403,0.14253589510917664,-0.2624177038669586,0.6139357089996338,-0.3596354126930237,-6.752241611480713,-2.5625,-1.2879765033721924,-1.1395419836044312,0.09284389019012451,-1.8930168151855469,9.770099639892578,0.8735871911048889,0.13453879952430725
0.08,-0.14543528854846954,-0.0014845224795863032,0.060060929507017136,-0.5437736511230469,0.18868455290794373,-0.020920854061841965,0.013249974697828293,-0.18985937535762787,0.5772975087165833,-0.3720863163471222,-0.14543528854846954,-0.0014845224795863032,0.060060929507017136,-0.5437736511230469,0.18868455290794373,-0.020920854061841965,0.013249974697828293,-0.18985937535762787,0.5772975087165833,-0.3720863163471222,-0.8278114795684814,-0.19445392489433289,-1.1451261043548584,-5.471005916595459,3.417537212371826,0.2574322819709778,0.6829551458358765,-2.3050363063812256,1.5954768657684326,-1.6110433340072632,-0.2764466106891632,-0.08894237875938416,0.0037671662867069244,-0.771842360496521,0.14603489637374878,0.10504955053329468,0.197483092546463,-0.28498682379722595,0.6138393878936768,-0.402871310710907,-2.7092013359069824,-1.2397745847702026,-0.46845752000808716,-1.1759076118469238,0.07573364675045013,-1.45962655544281,9.735533714294434,1.1931219100952148,0.17870865762233734
0.1,-0.15902428328990936,-0.007387840189039707,0.036547865718603134,-0.6347308158874512,0.24360938370227814,-0.014311345294117928,0.0311594158411026,-0.2297571897506714,0.6041429042816162,-0.44235607981681824,-0.15902428328990936,-0.007387840189039707,0.036547865718603134,-0.6347308158874512,0.24360938370227814,-0.014311345294117928,0.0311594158411026,-0.2297571897506714,0.6041429042816162,-0.44235607981681824,-0.5224493145942688,-0.2695055305957794,-1.2477037906646729,-3.925877809524536,4.138744831085205,0.47337815165519714,1.1077995300292969,-1.801797866821289,1.0207617282867432,-3.4976863861083984,-0.38253363966941833,-0.1280573308467865,0.07907117903232574,-0.8304283618927002,0.0709274411201477,0.05873331427574158,0.17256101965904236,-0.3935798704624176,0.5734875798225403,-0.29965585470199585,-4.833539009094238,-2.50205397605896,0.9003289341926575,-1.395115613937378,0.156643807888031,-1.125551700592041,9.701191902160645,1.4380744695663452,0.23433393239974976
0.12,-0.1697230339050293,-0.01805051974952221,0.032528992742300034,-0.7055349946022034,0.28483086824417114,-0.004347837530076504,0.03224659338593483,-0.2606907784938812,0.6435712575912476,-0.48948049545288086,-0.1697230339050293,-0.01805051974952221,0.032528992742300034,-0.7055349946022034,0.28483086824417114,-0.004347837530076504,0.03224659338593483,-0.2606907784938812,0.6435712575912476,-0.48948049545288086,-0.5118303298950195,-0.40602800250053406,0.8660579919815063,-3.5846877098083496,1.785620093345642,0.26634329557418823,-0.713093101978302,-0.9044855833053589,2.6064555644989014,-0.9956591129302979,-0.2805429697036743,-0.1297096610069275,0.14399370551109314,-0.8985639810562134,0.24533936381340027,0.07100799679756165,0.16546966135501862,-0.4041372537612915,0.5869687795639038,-0.4337341785430908,-19.09157943725586,-6.749698638916016,-2.4813880920410156,-0.9056932330131531,-0.42094019055366516,-1.0169670581817627,9.671731948852539,1.6213933229446411,0.2545114755630493
0.14,-0.18097254633903503,-0.022025316953659058,0.05891845002770424,-0.7659432888031006,0.2953854203224182,-0.003447385272011161,0.023329271003603935,-0.27865341305732727,0.6766152381896973,-0.5037450790405273,-0.18097254633903503,-0.022025316953659058,0.05891845002770424,-0.7659432888031006,0.2953854203224182,-0.003447385272011161,0.023329271003603935,-0.27865341305732727,0.6766152381896973,-0.5037450790405273,-0.5267112255096436,-0.24811379611492157,1.7340996265411377,-2.5116896629333496,-0.318170428276062,-0.01728234998881817,-0.37418755888938904,-0.9572958946228027,1.2488614320755005,-0.5572047829627991,-0.2161838710308075,-0.1316276341676712,0.1607947200536728,-0.898884654045105,0.3247033953666687,0.09679794311523438,0.14625689387321472,-0.417555570602417,0.6349921226501465,-0.3471982479095459,-10.994099617004395,-4.295177459716797,-2.8529012203216553,-0.9223846197128296,-0.25864171981811523,-0.7286084294319153,9.645029067993164,1.7766458988189697,0.23032739758491516
0.16,-0.18798770010471344,-0.029525091871619225,0.09412892162799835,-0.806204080581665,0.3047454059123993,-0.0025866925716400146,0.016976337879896164,-0.3013981282711029,0.6990774273872375,-0.5130363702774048,-0.18798770010471344,-0.029525091871619225,0.09412892162799835,-0.806204080581665,0.3047454059123993,-0.0025866925716400146,0.016976337879896164,-0.3013981282711029,0.6990774273872375,-0.5130363702774048,-0.18293240666389465,-0.475515216588974,1.7556636333465576,-1.6560338735580444,0.8013731837272644,0.12493793666362762,-0.26722267270088196,-1.2944127321243286,1.1099401712417603,-0.44742026925086975,-0.12731677293777466,-0.10767900943756104,0.09590321034193039,-0.9242061376571655,0.3313688039779663,0.04336827993392944,0.17116034030914307,-0.37946125864982605,0.5684366226196289,-0.4447864294052124,-10.27312183380127,-3.58536434173584,-2.4121389389038086,-1.280473232269287,-0.2508143186569214,-0.5896241664886475,9.622542381286621,1.8959240913391113,0.21964965760707855
0.18,-0.18529395759105682,-0.039199043065309525,0.11248534917831421,-0.8362597823143005,0.3186487555503845,-0.004673854447901249,0.015773635357618332,-0.32520803809165955,0.7153475284576416,-0.5204070210456848,-0.18529395759105682,-0.039199043065309525,0.11248534917831421,-0.8362597823143005,0.3186487555503845,-0.004673854447901249,0.015773635357618332,-0.32520803809165955,0.7153475284576416,-0.5204070210456848,0.31778907775878906,-0.45421814918518066,0.0910378247499466,-1.4592151641845703,0.5436748266220093,-0.2830734848976135,0.11036944389343262,-1.063047170639038,0.5319876670837402,-0.2572541832923889,-0.12030002474784851,-0.11852328479290009,0.14485600590705872,-0.8906090259552002,0.5567086338996887,-0.03344219923019409,0.21288439631462097,-0.37532106041908264,0.5671983957290649,-0.4742991626262665,-11.404356956481934,-4.396628379821777,-3.1522538661956787,-1.2891993522644043,-0.13456138968467712,-0.6931933164596558,9.598529815673828,2.0122604370117188,0.23481285572052002
