time_s,target_dof_right_hip_pitch_04,target_dof_right_hip_roll_03,target_dof_right_hip_yaw_03,target_dof_right_knee_04,target_dof_right_ankle_02,target_dof_left_hip_pitch_04,target_dof_left_hip_roll_03,target_dof_left_hip_yaw_03,target_dof_left_knee_04,target_dof_left_ankle_02,torque_dof_right_hip_pitch_04,torque_dof_right_hip_roll_03,torque_dof_right_hip_yaw_03,torque_dof_right_knee_04,torque_dof_right_ankle_02,torque_dof_left_hip_pitch_04,torque_dof_left_hip_roll_03,torque_dof_left_hip_yaw_03,torque_dof_left_knee_04,torque_dof_left_ankle_02,pos_dof_right_hip_pitch_04,pos_dof_right_hip_roll_03,pos_dof_right_hip_yaw_03,pos_dof_right_knee_04,pos_dof_right_ankle_02,pos_dof_left_hip_pitch_04,pos_dof_left_hip_roll_03,pos_dof_left_hip_yaw_03,pos_dof_left_knee_04,pos_dof_left_ankle_02,vel_dof_right_hip_pitch_04,vel_dof_right_hip_roll_03,vel_dof_right_hip_yaw_03,vel_dof_right_knee_04,vel_dof_right_ankle_02,vel_dof_left_hip_pitch_04,vel_dof_left_hip_roll_03,vel_dof_left_hip_yaw_03,vel_dof_left_knee_04,vel_dof_left_ankle_02
8.56,-0.303129,-0.025898,-0.203853,-0.241532,0.274764,-0.020732,0.083723,0.002136,0.180362,-0.608719,-5.049,9.6928,-3.1793,1.7629,-3.5735,-0.5192,31.1951,-4.6199,-20.7091,-8.9621,-0.262745,-0.165325,-0.08699,-0.476356,0.311352,0.143372,-0.110994,0.05898,0.4971,-0.401025,-0.040798,0.689456,-2.48814,3.866497,2.131333,-0.97469,0.29364,-0.311358,-3.097032,0.660929
8.58,-0.296797,0.008194,-0.237509,-0.184381,0.213597,-0.013427,0.122291,0.026433,0.156476,-0.647076,-1.0279,3.7364,-1.5247,5.3369,-2.4193,2.0212,29.4894,-3.4252,-15.9763,-11.4057,-0.264833,-0.145409,-0.140687,-0.403492,0.296689,0.123999,-0.099563,0.059658,0.433761,-0.379379,-0.152363,1.022627,-2.385936,3.181168,-0.913465,-0.915584,0.563962,0.030073,-2.96007,0.704831
8.6,-0.188622,0.032322,-0.261543,-0.124718,0.154889,0.057615,0.145198,0.080764,0.139939,-0.889399,14.0725,1.6743,-0.8088,6.2669,-2.0918,12.0389,27.9616,-0.2351,-14.8838,-17.0,-0.26651,-0.122586,-0.187037,-0.337499,0.25099,0.107061,-0.085148,0.068131,0.380128,-0.376597,-0.09665,1.110672,-1.942589,2.96398,-1.769949,-0.786982,0.686228,0.438269,-2.443316,-0.361255
8.62,-0.143756,0.016848,-0.292295,-0.055022,0.105372,0.013327,0.142514,0.160152,0.148755,-0.889219,8.7293,-2.3023,-2.0186,6.8992,-1.7159,2.9492,24.1765,2.1462,-20.1977,-13.4874,-0.260734,-0.101571,-0.22303,-0.271814,0.197353,0.093849,-0.069925,0.092002,0.349812,-0.438873,0.35666,0.984806,-1.435486,2.960434,-1.983171,-0.607862,0.693945,1.365549,-1.151001,-4.572093
8.64,-0.126169,0.012739,-0.341449,-0.010785,0.125359,0.004557,0.135659,0.247368,0.174076,-0.851623,4.479,-1.9052,-3.97,3.5842,1.0591,7.39,20.1107,3.108,-12.3804,-6.6377,-0.248741,-0.084214,-0.254923,-0.206491,0.145227,0.078425,-0.054945,0.13749,0.326251,-0.546561,0.562527,0.807056,-1.369576,2.978004,-1.872493,-0.74712,0.682536,2.304714,-1.207045,-5.621023
8.66,-0.127926,0.002357,-0.218086,-0.044448,0.163215,0.02752,0.116321,0.2722,0.219583,-0.80106,1.4559,-3.4988,13.4594,-7.8936,1.4249,7.8467,12.5604,-2.242,-1.2987,-2.0128,-0.236252,-0.069415,-0.293106,-0.146805,0.132339,0.065303,-0.039411,0.197978,0.301449,-0.645957,0.598373,0.676594,-1.742469,2.686294,-0.191725,-0.546646,0.704359,2.826627,-1.268925,-4.23368
8.68,-0.189561,0.020719,0.058431,-0.52256,0.313368,0.132803,0.205176,0.158256,0.480735,-0.408629,-9.1887,3.2518,27.56,-73.8095,5.8785,13.9863,31.7555,-15.065,37.5762,13.4328,-0.225727,-0.057986,-0.273306,-0.110542,0.149071,0.060108,-0.026981,0.245373,0.28132,-0.703153,0.591118,0.473306,1.641895,1.387424,0.700383,-0.124667,0.55618,1.858227,-0.88561,-1.668582
8.7,-0.306237,-0.173375,0.051153,-0.614274,0.254702,0.246353,-0.001716,0.076697,0.501903,-0.324297,-14.6446,-43.6351,-3.9618,-12.5002,-3.1494,17.9545,-38.4226,-8.2859,2.3933,2.0585,-0.227546,-0.044246,-0.14314,-0.201341,0.247215,0.070225,-0.001326,0.223628,0.32095,-0.554418,0.114919,0.674932,6.841478,-5.712925,3.483689,0.342392,1.453168,-1.873981,2.8599,7.218545
8.72,-0.381256,-0.25859,0.055565,-0.733821,0.286533,0.310936,-0.096673,0.043374,0.516161,-0.277474,-12.1582,-16.7533,-2.5024,-12.3564,1.3431,11.1507,-18.6944,-1.5277,-1.0492,0.7799,-0.236211,-0.057714,-0.044473,-0.325362,0.257808,0.088024,0.001282,0.159119,0.377309,-0.416848,-0.388264,-0.887627,3.657841,-5.652009,-0.196053,0.901465,-0.033979,-2.938528,2.527964,4.843501
8.74,-0.413333,-0.279242,0.066991,-0.787271,0.206686,0.339769,-0.139706,0.041361,0.57039,-0.241579,-5.3792,-0.4504,-0.6888,-2.5931,-3.0263,5.3863,-10.3172,1.5631,5.6038,0.7969,-0.252354,-0.086159,0.007437,-0.448014,0.270758,0.111858,-0.010214,0.102689,0.422157,-0.332781,-0.75915,-1.446399,1.943324,-5.580701,0.468115,1.164965,-0.590485,-2.250937,1.921788,2.879904
8.76,-0.419357,-0.277753,0.12484,-0.808452,0.1912,0.349108,-0.160537,0.029421,0.61615,-0.236051,-2.3039,5.7649,4.2415,1.7687,-0.226,0.9825,-7.5796,-0.0009,5.0071,-0.1473,-0.270021,-0.11644,0.039157,-0.552903,0.23645,0.137887,-0.02518,0.069509,0.465801,-0.279535,-0.812904,-1.441144,1.265525,-4.633824,-1.599979,1.241832,-0.738684,-1.172219,2.027417,1.905697
8.78,-0.436742,-0.283331,0.124979,-0.867324,0.144955,0.387049,-0.217555,0.055577,0.731422,-0.173433,-7.5227,34.6054,-2.5049,-17.7155,-14.6046,-23.4525,2.5141,-6.8309,-4.5753,9.1127,-0.2866,-0.149592,0.077588,-0.6246,0.300961,0.170076,-0.041794,0.062874,0.522492,-0.347944,-0.606691,-2.325126,2.118728,-2.160046,8.448797,2.265132,-1.427454,1.784506,4.150077,-2.153795
8.8,-0.423294,-0.278324,0.128043,-0.871216,0.137625,0.392337,-0.207945,0.055855,0.801547,-0.199509,35.107,-15.5357,-5.7816,7.3888,-11.7748,9.87,-14.0945,-2.0213,6.7334,7.4721,-0.315492,-0.17389,0.117337,-0.68062,0.366352,0.200979,-0.06078,0.087091,0.592142,-0.378315,-2.074157,-0.202796,2.004143,-4.157401,2.652215,0.761818,-0.581286,-0.322409,2.851561,-0.323048
8.82,-0.390886,-0.226288,0.130258,-0.875188,0.296211,0.390603,-0.18358,0.034371,0.835187,-0.301643,12.6976,7.0324,-5.2276,5.4965,-5.553,6.4844,1.4924,-1.0501,-1.4261,2.4621,-0.339167,-0.183374,0.145692,-0.746253,0.401145,0.216312,-0.077209,0.070046,0.657538,-0.372115,-0.827416,-0.591774,1.077575,-2.869962,1.369314,0.795212,-0.862799,-0.736297,3.243987,0.360336
8.84,-0.350243,-0.190018,0.125018,-0.849697,0.355681,0.392592,-0.162264,0.027116,0.826739,-0.393306,10.9478,7.7902,-5.8058,14.6014,-4.1423,7.9311,0.6633,0.4769,-10.3783,-0.5067,-0.350266,-0.190735,0.162531,-0.799625,0.427755,0.230952,-0.090279,0.052325,0.721134,-0.37027,-0.442698,-0.289796,0.600914,-2.555147,1.27209,0.659937,-0.570749,-0.876801,3.029702,-0.418867
8.86,-0.312066,-0.137893,0.125125,-0.81038,0.434195,0.395042,-0.144731,0.031044,0.827745,-0.443627,9.0669,9.2976,-4.0334,23.9493,-1.7697,5.3827,-3.6611,1.9187,-2.6108,-2.1733,-0.354525,-0.191666,0.1672,-0.84545,0.451079,0.243717,-0.096346,0.036302,0.762005,-0.383526,-0.109133,0.055213,-0.050916,-2.159562,1.105372,0.70043,-0.227987,-0.714996,1.441157,-0.233104
8.88,-0.297553,-0.132258,0.12418,-0.794755,0.468605,0.390032,-0.124316,0.03397,0.830976,-0.332104,2.0325,0.0979,-1.7886,27.4927,-0.9358,1.9514,-4.6081,1.9314,-0.3985,4.5546,-0.351599,-0.185596,0.160584,-0.882192,0.470418,0.257514,-0.097128,0.026649,0.78421,-0.413924,0.245708,0.400564,-0.541611,-1.661317,0.871984,0.725116,-0.031436,-0.350775,0.856651,-1.294768
8.9,-0.307723,-0.154972,0.129757,-0.572306,0.458103,0.360526,-0.156305,0.033224,0.835651,-0.296119,-4.6023,-7.5302,0.8892,60.3276,-1.6333,1.0695,-12.0235,1.0099,-10.099,7.9513,-0.343903,-0.176229,0.146601,-0.909597,0.484849,0.269923,-0.09706,0.024528,0.808242,-0.418902,0.405681,0.446498,-0.752762,-1.12479,0.5692,0.506474,0.006608,-0.041021,1.642056,-3.07071
8.92,-0.286131,-0.168231,0.128444,-0.581664,0.46202,0.362856,-0.138942,0.083677,0.847268,-0.309307,-8.9077,-11.0149,3.0199,46.3975,-0.5668,0.0455,-6.8112,7.4141,-0.8018,1.8313,-0.331388,-0.167678,0.12896,-0.913203,0.485065,0.279071,-0.097467,0.019076,0.82718,-0.420083,0.634909,0.413249,-0.898356,0.385179,-0.358569,0.506524,-0.056231,-0.27903,0.440849,2.626056
8.94,-0.28788,-0.149149,0.129272,-0.667545,0.484321,0.309735,-0.13069,0.071318,0.693581,-0.33925,-10.4701,-5.0072,4.2941,24.6038,1.3408,-11.1423,-9.6239,1.9224,-23.0989,3.6749,-0.318615,-0.160905,0.112201,-0.896368,0.471886,0.289831,-0.095753,0.028917,0.834974,-0.41414,0.610001,0.278871,-0.756635,1.123152,-0.851908,0.571471,0.099919,0.67789,0.218399,-0.686209
8.96,-0.28626,-0.13324,0.125076,-0.674254,0.373138,0.183535,-0.118815,0.063513,0.678129,-0.371183,-4.5601,0.3412,3.0429,20.5094,-2.3549,-18.7153,-4.399,3.7143,-16.2056,0.3352,-0.309689,-0.156084,0.102969,-0.875291,0.45495,0.292648,-0.097344,0.040529,0.810274,-0.396748,0.326608,0.160219,-0.24337,1.114636,-0.926906,0.094987,0.003974,-0.414163,-0.417859,0.694308
8.98,-0.274635,-0.107672,0.109732,-0.597588,0.377624,0.152423,-0.096031,0.05164,0.66411,-0.418163,-5.9715,9.4209,-0.6863,26.6544,-1.1956,-9.2224,0.5602,0.0162,-10.4117,-2.1226,-0.300247,-0.15526,0.105189,-0.849859,0.434208,0.28564,-0.097034,0.041628,0.793643,-0.384511,0.396948,0.003668,0.333608,1.292622,-1.078573,-0.435244,-0.013628,0.288088,-1.042103,0.784293
9.0,-0.371428,-0.131267,0.002739,-0.571342,0.38552,0.114731,-0.106238,0.052758,0.605958,-0.491874,-24.9225,-0.6368,-12.3138,21.865,0.4398,-12.0325,-5.6177,-0.3878,-14.9222,-5.7319,-0.289537,-0.152461,0.112481,-0.817344,0.408552,0.275115,-0.094798,0.047654,0.770813,-0.367974,0.511243,0.184774,0.39183,1.737389,-1.374769,-0.486411,0.126189,0.262709,-1.133113,0.783761
9.02,-0.402559,-0.15403,-0.009965,-0.52847,0.403754,0.096029,-0.026877,0.046508,0.554285,-0.552441,-21.4009,6.4926,-8.3411,18.299,2.57,-15.989,14.9443,-0.8588,-16.7355,-9.1582,-0.284508,-0.155292,0.105318,-0.779987,0.375354,0.266573,-0.095011,0.051122,0.744037,-0.348647,0.149389,-0.236486,-0.932176,2.245026,-1.448508,-0.388023,-0.049936,0.116254,-1.355131,1.016623
9.04,-0.438317,-0.184062,-0.015249,-0.450255,0.423986,0.080239,-0.118675,0.026384,0.472382,-0.747838,-23.4822,2.9599,-6.131,25.4467,6.2327,-16.2872,-12.0218,-5.6628,-25.4857,-17.0,-0.283165,-0.160425,0.083846,-0.73604,0.332198,0.258206,-0.09095,0.061632,0.716695,-0.333065,0.00847,-0.291327,-1.105138,2.013056,-2.587102,-0.420996,0.245448,0.625332,-1.289716,0.493685
9.06,-0.455173,-0.184775,-0.018001,-0.363336,0.446122,0.073189,-0.125254,0.006515,0.4153,-0.794291,-23.0709,11.9572,-4.5974,26.4603,5.0777,-13.0869,6.747,-6.2722,-31.5792,-14.9849,-0.283714,-0.172479,0.061841,-0.687723,0.303972,0.248168,-0.097855,0.064988,0.693227,-0.362352,-0.107113,-0.546345,-0.990559,2.565032,0.614476,-0.532314,-0.463362,0.12429,-1.168226,-2.315772
9.08,-0.363519,-0.097192,-0.069974,-0.299841,0.427606,0.054325,-0.084744,-0.027219,0.359434,-0.679059,-5.7895,26.5211,-9.9617,26.4298,5.7935,-11.768,19.118,-9.0524,-30.816,-7.292,-0.286345,-0.181574,0.048176,-0.632355,0.292902,0.23565,-0.108656,0.064858,0.662542,-0.417599,-0.234065,-0.365504,-0.54205,2.709428,-0.409468,-0.624172,-0.543281,-0.045418,-1.692884,-3.198385
9.1,-0.336499,-0.056697,-0.116345,-0.254679,0.412466,-0.029285,-0.016173,-0.027801,0.260787,-0.67338,-8.4888,17.1989,-9.1108,14.6644,2.7494,-17.8602,23.6741,-5.5065,-29.7536,-8.6903,-0.284949,-0.17897,0.026278,-0.561835,0.298942,0.218554,-0.113075,0.055477,0.611863,-0.438298,0.030592,0.274975,-1.506727,3.629419,1.809695,-0.781311,-0.162719,-0.825151,-2.647065,-0.720208
9.12,-0.313048,-0.009294,-0.158891,-0.233622,0.308182,-0.025534,0.090343,-0.021564,0.201719,-0.630432,-5.0963,13.6911,-4.615,2.7344,-4.1254,-4.7686,35.234,-4.1662,-22.6249,-8.3028,-0.282002,-0.16773,-0.019289,-0.482596,0.334288,0.195595,-0.109935,0.042651,0.544734,-0.428382,0.017773,0.682009,-2.733296,3.999499,3.112218,-1.148799,0.18273,-0.659646,-3.331108,0.223032
9.14,-0.308653,0.03056,-0.201708,-0.182842,0.243774,-0.015423,0.137741,-0.001629,0.156332,-0.679669,-1.9715,4.3309,-2.1607,4.3485,-2.5868,1.0403,30.2805,-4.0363,-18.6978,-11.3719,-0.282378,-0.145355,-0.082121,-0.405921,0.32684,0.171229,-0.097531,0.040436,0.473862,-0.408946,-0.079676,1.169217,-2.865724,3.364156,-0.743266,-1.174579,0.63569,-0.049788,-3.343165,0.548424
9.16,-0.183275,0.058752,-0.239334,-0.117171,0.170544,0.04872,0.163398,0.053192,0.135613,-0.929753,16.875,1.5249,-1.767,7.0742,-2.6727,11.0919,28.6579,-0.5311,-16.0183,-17.0,-0.283354,-0.119086,-0.139124,-0.338277,0.281523,0.148785,-0.081372,0.047051,0.410807,-0.40852,-0.075365,1.290134,-2.414114,3.01497,-1.784293,-1.055802,0.769171,0.334965,-2.91897,-0.564276
9.18,-0.132122,0.087826,-0.283194,-0.037543,0.111583,0.003645,0.154847,0.145345,0.129017,-0.947445,10.1864,5.5156,-2.9004,8.252,-2.023,3.1403,22.7667,3.2807,-22.7841,-13.61,-0.275647,-0.094367,-0.186929,-0.270073,0.219778,0.129724,-0.064141,0.068894,0.371659,-0.479759,0.458793,1.171907,-1.967253,3.076891,-2.328065,-0.892008,0.797013,1.276506,-1.572921,-5.148886
9.2,-0.107427,0.039989,-0.337908,0.009247,0.126182,-0.006036,0.134023,0.248731,0.147904,-0.899523,6.6455,-9.7822,-4.2459,3.6454,0.9111,8.9575,13.8997,5.2413,-13.7043,-5.665,-0.261261,-0.069948,-0.23051,-0.200101,0.158219,0.108071,-0.045746,0.115219,0.338224,-0.599917,0.664576,1.203994,-1.899364,3.207404,-2.214755,-1.054671,0.835793,2.372,-1.715242,-6.383054
9.22,-0.113201,0.019025,-0.218021,-0.027611,0.170775,0.019277,0.100838,0.28738,0.191117,-0.834257,2.8145,-6.7367,13.5383,-8.7606,1.7232,9.953,7.3176,-0.3503,-0.1302,-0.0065,-0.24673,-0.05157,-0.279302,-0.136006,0.138734,0.088643,-0.029345,0.181392,0.301296,-0.714137,0.696339,0.79038,-2.167325,2.891146,-0.446051,-0.823474,0.709399,3.202437,-1.894701,-4.84679
9.24,-0.157083,0.023173,0.039279,-0.471258,0.258498,0.101124,0.185488,0.163249,0.446542,-0.425737,-5.4473,0.6655,25.8933,-68.9664,3.3562,10.0798,28.1598,-15.6292,39.8756,15.4382,-0.234515,-0.039797,-0.266613,-0.097213,0.155919,0.079308,-0.017887,0.238912,0.267868,-0.773682,0.69016,0.452066,1.37346,1.485992,0.754471,-0.275357,0.474289,2.358263,-1.510803,-1.535765
9.26,-0.295617,-0.189213,0.063332,-0.709483,0.263483,0.204155,-0.007552,0.057629,0.541784,-0.319571,-18.9327,-46.8679,-0.58,-34.6735,-0.3017,15.1927,-35.6761,-10.8807,14.351,2.6936,-0.231183,-0.028288,-0.14722,-0.178186,0.220225,0.08501,0.004115,0.223202,0.298152,-0.598073,0.374871,0.556442,6.327924,-5.202325,2.052557,0.108367,1.263605,-1.660314,2.564579,8.531775
9.28,-0.35096,-0.253674,0.051735,-0.748937,0.29816,0.258865,-0.099189,0.035542,0.554224,-0.28496,-9.3925,-14.3335,-4.0301,0.3145,1.4935,9.1336,-16.0072,-0.4851,-1.4387,0.0789,-0.238713,-0.04478,-0.04483,-0.328596,0.247376,0.098271,0.003658,0.15355,0.367486,-0.43319,-0.301135,-1.040107,4.003077,-7.322126,0.543247,0.60495,-0.172892,-3.309656,3.402998,5.909412
9.3,-0.381285,-0.280189,0.060457,-0.779994,0.297009,0.290982,-0.123593,0.094205,0.586859,-0.257073,-6.8809,-1.5729,-1.0627,1.9454,0.096,5.4202,-6.1727,7.6462,1.6264,0.4114,-0.249562,-0.074596,0.00748,-0.461723,0.271535,0.115326,-0.008945,0.09508,0.42762,-0.342126,-0.520894,-1.498684,1.860296,-5.74138,0.932337,0.846541,-0.635049,-2.261977,2.572154,3.020918
9.32,-0.400562,-0.284834,0.115987,-0.790423,0.310124,0.323792,-0.160835,0.074389,0.612085,-0.250632,-4.6349,4.263,4.1381,3.4244,0.7213,4.8347,-10.5405,-0.9545,1.4886,-0.1061,-0.263036,-0.106055,0.036219,-0.563035,0.283244,0.134984,-0.022373,0.083005,0.476949,-0.291299,-0.646957,-1.516611,1.122736,-4.337018,0.357496,0.950024,-0.650013,0.027182,2.170309,1.750237
9.34,-0.411148,-0.308516,0.116388,-0.797641,0.174051,0.338272,-0.196341,0.070418,0.669704,-0.225486,-3.0917,5.5575,-1.6774,2.384,-5.3094,-0.4085,-16.2081,0.0309,9.5131,13.0277,-0.277589,-0.135516,0.072036,-0.636269,0.295145,0.156874,-0.036184,0.079061,0.516159,-0.354689,-0.685306,-1.521867,1.787814,-3.072544,0.470354,1.117151,-0.599666,-0.261837,1.562139,-7.938981
9.36,-0.41773,-0.306909,0.119936,-0.85773,0.159914,0.374312,-0.225048,0.04823,0.782434,-0.18123,40.0384,-24.1543,-6.4818,8.3221,-11.1447,9.4462,-22.4486,-8.1375,9.6205,8.4762,-0.298908,-0.171564,0.109479,-0.675004,0.376985,0.19387,-0.061044,0.110848,0.586504,-0.388099,-2.340493,-0.110459,2.201657,-4.128834,2.48668,0.71273,-0.392326,0.548602,2.284376,-0.203521
9.38,-0.387028,-0.249953,0.128985,-0.874806,0.289567,0.352784,-0.185348,0.041281,0.844183,-0.270389,11.9126,6.8084,-4.2917,2.6312,-5.9866,2.4816,7.3476,0.4352,3.8546,3.14,-0.324431,-0.183394,0.137335,-0.738201,0.410729,0.208346,-0.079586,0.085543,0.644216,-0.374349,-0.861671,-0.762504,1.011024,-2.671823,1.151643,0.775994,-1.080072,-1.42186,3.020616,1.028677
9.4,-0.333251,-0.189308,0.124522,-0.839375,0.404459,0.329191,-0.158531,0.021241,0.852028,-0.394349,10.9672,11.0019,-5.4188,13.78,-2.3622,-0.0615,4.0736,-1.1791,-4.6333,-1.1131,-0.335477,-0.193262,0.153924,-0.788388,0.434568,0.222843,-0.094836,0.064027,0.7073,-0.367636,-0.430114,-0.386979,0.724946,-2.476087,1.169547,0.64775,-0.63716,-0.906556,3.043948,0.044989
9.42,-0.302344,-0.162123,0.118099,-0.772087,0.480367,0.332004,-0.142075,0.02399,0.830817,-0.355459,5.5207,4.5848,-4.9413,28.1755,-0.1516,3.3079,-3.3654,1.6892,-5.671,1.4426,-0.337625,-0.194283,0.162174,-0.833689,0.457053,0.232329,-0.100438,0.042874,0.755523,-0.379391,-0.00925,0.070004,0.156121,-2.18803,1.095148,0.47097,-0.188049,-1.04638,1.960385,-0.490196
9.44,-0.299069,-0.16106,0.123652,-0.775222,0.477477,0.369944,-0.151408,0.03504,0.835606,-0.317022,-2.2297,-0.9373,-2.5182,26.906,-0.6177,11.6683,-6.8966,2.9285,-8.0519,5.3209,-0.332988,-0.189849,0.159598,-0.868856,0.474836,0.239611,-0.101963,0.026901,0.789093,-0.394634,0.29599,0.253727,-0.314825,-1.486119,0.730676,0.318812,-0.113406,-0.618463,1.736635,-2.238831
9.46,-0.270348,-0.149465,0.123368,-0.614944,0.506681,0.34522,-0.138597,0.084786,0.856369,-0.3236,3.6942,-0.6609,-0.7355,50.5597,0.3992,2.0294,-3.721,6.74,-2.0833,1.6662,-0.328526,-0.184387,0.150399,-0.893304,0.485989,0.248848,-0.10438,0.021352,0.816986,-0.403511,0.203563,0.289737,-0.575491,-1.017524,0.432805,0.502643,-0.118328,-0.115986,0.923359,1.545673
9.48,-0.287545,-0.15091,0.127826,-0.633414,0.487117,0.307346,-0.148468,0.077567,0.713653,-0.314315,-10.407,-4.25,2.1421,37.5822,0.3356,-4.0438,-14.626,2.2644,-25.5614,5.6918,-0.317789,-0.177017,0.13519,-0.897503,0.485819,0.257098,-0.101272,0.032631,0.836412,-0.414555,0.604465,0.358945,-0.841905,0.2347,-0.286481,0.468444,0.196564,0.651991,0.825923,-1.699167
