time_s,target_dof_right_hip_pitch_04,target_dof_right_hip_roll_03,target_dof_right_hip_yaw_03,target_dof_right_knee_04,target_dof_right_ankle_02,target_dof_left_hip_pitch_04,target_dof_left_hip_roll_03,target_dof_left_hip_yaw_03,target_dof_left_knee_04,target_dof_left_ankle_02,torque_dof_right_hip_pitch_04,torque_dof_right_hip_roll_03,torque_dof_right_hip_yaw_03,torque_dof_right_knee_04,torque_dof_right_ankle_02,torque_dof_left_hip_pitch_04,torque_dof_left_hip_roll_03,torque_dof_left_hip_yaw_03,torque_dof_left_knee_04,torque_dof_left_ankle_02,pos_dof_right_hip_pitch_04,pos_dof_right_hip_roll_03,pos_dof_right_hip_yaw_03,pos_dof_right_knee_04,pos_dof_right_ankle_02,pos_dof_left_hip_pitch_04,pos_dof_left_hip_roll_03,pos_dof_left_hip_yaw_03,pos_dof_left_knee_04,pos_dof_left_ankle_02,vel_dof_right_hip_pitch_04,vel_dof_right_hip_roll_03,vel_dof_right_hip_yaw_03,vel_dof_right_knee_04,vel_dof_right_ankle_02,vel_dof_left_hip_pitch_04,vel_dof_left_hip_roll_03,vel_dof_left_hip_yaw_03,vel_dof_left_knee_04,vel_dof_left_ankle_02
9.28,-1.033952,-0.105476,0.240029,-0.246113,0.357698,0.020057,1.847176,0.001016,0.320592,-0.809829,-50.6164,-28.417,12.6317,79.9711,0.6434,-25.9598,60.0,-12.4165,-66.2621,-8.1401,-0.402603,-0.051964,0.152375,-0.7873,0.312239,0.13621,-0.045983,0.160173,0.745123,-0.538568,-1.783267,0.671339,-1.13081,0.13947,1.186785,0.345312,-0.257096,-1.023441,0.2984,-2.737682
9.3,-0.49682,0.085842,0.031995,-0.481946,0.065808,0.15181,1.596363,0.081498,0.164465,-0.594444,42.3077,32.6242,-17.9959,-36.0526,-11.3426,-10.5121,60.0,-15.1887,-75.1028,-3.6279,-0.442653,-0.045299,0.162927,-0.665449,0.325399,0.143695,-0.037569,0.165984,0.693759,-0.509929,-2.039996,-0.242393,1.433953,7.346663,0.968697,0.474445,0.203391,1.971357,-0.495883,0.249841
9.32,0.131361,0.104567,0.050964,-0.769586,0.099619,0.185955,0.276794,0.039798,0.556347,-0.163781,104.3437,-3.522,2.1887,-51.8382,2.1241,34.8866,28.1715,-20.8264,5.3932,12.1412,-0.460722,-0.030838,0.129307,-0.579963,0.195073,0.125706,-0.02107,0.201116,0.656815,-0.495413,-0.628236,1.159777,-2.931574,2.703346,-6.002317,-1.045598,1.190029,1.373077,-2.364615,1.135416
9.34,0.08673,0.060593,0.162571,-0.554372,0.267046,0.154267,-0.168695,0.045199,0.671072,0.093239,17.5665,-14.3514,13.6249,24.9543,6.4772,25.1269,-60.0,-0.9675,1.191,17.0,-0.428982,-0.007793,0.083852,-0.596701,0.146572,0.1056,0.005207,0.161212,0.646775,-0.469558,2.418503,1.062216,-1.682653,-2.149866,-1.674991,-0.72109,1.391536,-3.110197,0.283517,1.180988
9.36,-0.295532,0.187105,-0.032231,-0.930459,0.159478,0.200727,-0.199137,0.143187,0.878919,0.282308,-54.5363,43.7639,-21.2056,-56.0566,-4.7121,14.7139,-27.9944,16.2587,26.1337,17.0,-0.375061,-0.007321,0.10614,-0.59585,0.204658,0.101357,0.004853,0.08495,0.660125,-0.423497,2.688519,-0.184895,2.155138,0.677753,2.934181,0.007752,-0.485228,-3.052044,0.772524,2.720054
9.38,-0.489926,0.046581,0.081732,-0.846488,0.425412,0.079866,-0.459517,0.155403,0.628356,-0.359567,-36.3102,-2.6757,7.425,16.286,10.853,-30.8705,-60.0,6.3405,-30.8417,-1.6699,-0.358919,-0.002208,0.083107,-0.676456,0.190377,0.122686,-0.002347,0.074035,0.701071,-0.373126,0.673858,0.471197,-2.211901,-4.829082,-1.466233,0.988895,-0.446505,0.525378,2.303492,2.234563
9.4,-0.870875,-0.091261,0.307876,-0.41169,0.430222,-0.019474,0.728437,0.064093,0.329205,-0.914517,-68.8864,-18.5471,21.7861,71.8015,-0.4899,-24.4124,60.0,-7.6944,-43.0064,-17.0,-0.35846,-0.004051,0.076412,-0.746584,0.307833,0.128088,-0.048765,0.092905,0.689236,-0.362146,-0.322625,0.041879,0.397874,-2.492198,5.439806,0.092152,-2.799601,1.407783,-1.270892,0.152637
9.42,-0.592708,-0.032129,0.184015,-0.458566,0.255478,0.082773,2.214691,0.057885,0.322812,-0.566235,10.4902,-3.5307,-9.7572,-4.916,-7.0277,-18.8418,60.0,-18.9197,-26.198,-4.3892,-0.385455,0.005869,0.144821,-0.687806,0.369758,0.129863,-0.069856,0.125101,0.609424,-0.581593,-1.681833,-0.1542,4.000166,4.541487,2.481298,0.476427,-0.62329,3.567722,-1.940589,5.054041
9.44,0.072748,-0.307756,0.139017,-0.514193,0.240244,0.085909,0.811106,0.094789,0.491407,-0.264666,91.0954,-60.0,-4.5674,-13.1297,-0.2744,-5.571,60.0,-19.2027,4.6427,0.4313,-0.405172,0.008184,0.174755,-0.609821,0.315274,0.129445,-0.067929,0.191525,0.565211,-0.43847,-0.78503,0.239947,0.290631,3.174702,-2.754295,-0.038803,0.494624,2.787083,-1.815731,6.586731
9.46,-0.017466,-0.231451,0.182414,-0.698195,0.2435,0.043486,0.344085,0.12748,0.518227,-0.327284,7.1174,-18.5657,15.5638,-36.711,5.7334,10.8738,60.0,-7.2761,-17.9387,3.9029,-0.377809,-0.007546,0.130579,-0.559371,0.206321,0.113536,-0.055299,0.201114,0.567777,-0.405116,1.898472,-0.993492,-3.036049,1.835849,-4.289149,-0.864868,0.313865,-0.025519,1.214026,-0.797549
9.48,-0.103861,-0.296706,0.163491,-0.735189,0.250726,0.053032,0.144814,0.140451,0.730564,-0.25224,-0.4657,-39.8829,5.937,-10.928,3.5291,14.6635,12.8899,-5.4823,8.31,7.8485,-0.346782,-0.019243,0.113333,-0.576123,0.193275,0.096054,-0.039293,0.201578,0.592743,-0.423495,1.492749,-0.591564,-0.269427,-1.494339,-1.243468,-0.854171,0.906946,-0.184356,1.42862,-1.008354
9.5,-0.351655,0.117156,0.112681,-1.070093,0.341365,0.119701,-0.502305,0.168447,0.914635,-0.096112,-39.9716,60.0,-3.5522,-49.0858,3.4819,9.8922,-60.0,0.639,21.7925,15.3512,-0.319513,-0.047415,0.121095,-0.619471,0.221957,0.089999,-0.029049,0.186122,0.635886,-0.444044,1.421821,-1.606152,0.792838,-2.138591,1.30746,-0.219921,0.502693,-0.70385,2.313355,-1.448372
9.52,-0.582959,0.040015,0.072175,-0.953486,0.414686,0.125151,-0.432091,0.194113,0.928901,-0.395638,-36.2472,25.4754,-10.4599,23.3614,2.6382,-2.6445,-52.9709,10.6009,5.5666,-1.989,-0.319566,-0.059801,0.144089,-0.74052,0.290025,0.097827,-0.034134,0.151945,0.702652,-0.462186,-0.131939,-0.208902,0.955961,-6.390828,2.37198,0.27276,-1.008851,-1.867231,3.278345,4.697868
9.54,-0.889851,-0.116267,0.208493,-0.45737,0.489838,-0.092182,0.621718,0.107573,0.714167,-0.830337,-53.9436,-10.7589,9.3623,81.4402,2.8876,-37.2344,60.0,-3.3479,-35.6064,-8.437,-0.337969,-0.064215,0.139164,-0.825657,0.353672,0.106709,-0.066609,0.139653,0.769978,-0.505782,-1.166522,0.013207,-0.710542,-3.027173,2.584913,0.29936,-1.802529,0.040912,3.147076,-4.591158
9.56,-0.676561,-0.091975,0.187146,-0.293486,0.244936,0.127943,1.813143,0.100975,0.410164,-0.610028,-25.508,-38.2919,1.8259,94.8695,-5.3253,0.0868,60.0,-20.2684,-67.349,-1.4048,-0.365339,-0.046268,0.154328,-0.851228,0.36442,0.107355,-0.05223,0.178335,0.788337,-0.587303,-0.856533,1.104732,0.425808,-1.295152,0.551483,0.121406,2.174342,3.665504,1.227533,0.500764
9.58,-0.126492,-0.439487,0.126127,-0.51542,0.104759,0.11563,0.507627,0.093969,0.62505,-0.474154,43.3605,-60.0,0.7829,16.5279,-6.7832,-10.0015,45.1771,-20.8839,-13.3799,2.9805,-0.370316,-0.02513,0.146045,-0.810569,0.327296,0.110956,-0.005844,0.233732,0.776742,-0.550114,-0.274526,1.129187,-0.81154,3.205972,-2.139701,0.432919,2.179748,2.020373,-1.083193,0.058468
9.6,-0.07907,0.10294,0.163749,-0.766496,0.279885,0.105282,-0.349932,0.080144,0.640254,-0.276655,8.708,46.1373,18.8296,-38.9206,4.6202,-3.2178,-60.0,-13.3259,-6.4055,4.9443,-0.348769,-0.026825,0.093596,-0.727931,0.276795,0.110975,0.033435,0.233384,0.750171,-0.524161,1.284152,-0.764931,-3.455477,3.828974,-4.541982,0.095614,1.977411,-0.584418,-1.165004,5.006035
9.62,-0.449253,-0.167367,0.013894,-0.909703,0.194537,0.251665,-0.437542,0.178854,1.031878,0.060672,-47.4424,-27.0445,-18.0975,-24.052,-3.7372,30.1309,-54.4332,17.7195,59.2904,17.0,-0.325832,-0.031254,0.113134,-0.718735,0.285067,0.106126,0.022994,0.155649,0.720294,-0.505698,1.170188,-0.006753,2.390604,-0.530761,0.117189,-0.335735,-1.427746,-4.503947,-1.45051,-0.336838
9.64,-0.54709,-0.01227,0.161699,-0.745897,0.436336,0.098159,-0.46083,0.171889,0.607626,-0.645545,-12.9669,50.0618,12.2515,19.6045,5.0398,-35.3709,-27.036,4.2851,-55.1093,-7.7067,-0.337696,-0.059932,0.094777,-0.758621,0.313145,0.131191,-0.02146,0.125973,0.775106,-0.463237,-0.745982,-1.535961,-1.626017,-2.044826,-0.11329,1.23033,-2.305607,0.089641,3.465139,0.418611
9.66,-0.83002,-0.077852,0.242219,-0.441662,0.37551,-0.040555,1.353472,0.071936,0.304501,-0.751697,-38.4381,-4.8709,0.9004,55.9007,4.6986,-21.7675,60.0,-8.5807,-44.6619,-3.5375,-0.355723,-0.065756,0.127966,-0.772607,0.340682,0.131428,-0.072338,0.13643,0.748309,-0.555415,-1.322973,0.092915,3.078359,-0.723249,-3.338794,-0.163008,-2.584749,0.623354,-2.531691,-4.357319
9.68,-0.526083,-0.080652,0.153624,-0.576248,0.207513,0.083471,2.002697,0.068793,0.344816,-0.644724,6.3876,-29.3297,-5.1135,17.4498,-2.8808,-0.9946,60.0,-17.2422,-22.0786,-10.2984,-0.38147,-0.051583,0.162878,-0.767441,0.321861,0.124074,-0.076125,0.159725,0.66738,-0.524165,-1.135816,0.891189,1.224969,1.297576,-1.710236,-0.206131,0.91069,2.383432,-3.039752,5.531329
9.7,-0.084494,-0.412012,0.183192,-0.583292,0.149779,0.059174,0.663267,0.083987,0.513937,-0.500153,53.1572,-60.0,5.5918,-3.0631,-2.2694,-11.5532,60.0,-17.733,-7.6747,-1.6928,-0.391188,-0.041302,0.154945,-0.718612,0.277499,0.121638,-0.047434,0.207051,0.622927,-0.451746,-0.28934,0.178214,-0.809328,2.699457,-2.868059,0.088325,1.298231,1.587186,-1.002297,-0.245937
9.72,-0.075736,-0.414192,0.270826,-0.594342,0.207947,0.027568,0.080882,0.098697,0.626817,-0.244341,4.4721,-47.2673,19.5377,-7.448,-2.6515,-3.5386,-49.1649,-13.377,2.9688,3.5161,-0.366238,-0.054727,0.126596,-0.666827,0.257696,0.111793,-0.00995,0.211904,0.608756,-0.440514,1.581717,-0.933251,-1.495968,2.117026,0.668203,-0.367895,2.551686,0.601422,-0.030004,4.374572
9.74,-0.346015,0.147888,0.09774,-0.953629,0.265123,0.094411,-0.537289,0.163023,0.815491,-0.089607,-36.5754,60.0,-7.459,-54.9849,0.3087,9.2764,-60.0,6.3349,31.034,13.074,-0.338321,-0.086072,0.132166,-0.643199,0.258813,0.104172,-0.002061,0.173341,0.609014,-0.428859,1.432784,-1.538248,1.174732,0.97301,-0.056906,-0.434453,-0.126063,-2.154667,-0.007228,0.501089
9.76,-0.624778,-0.01764,0.212959,-0.750811,0.433118,-0.004724,-0.148583,0.1101,0.571222,-0.681551,-36.4818,8.9337,4.8674,28.7274,0.9797,-17.3958,10.085,0.8644,-31.6463,-14.4325,-0.339149,-0.094035,0.149227,-0.7125,0.293928,0.10773,-0.017293,0.14273,0.646686,-0.419215,-0.257362,0.240467,0.440445,-3.983591,4.634281,0.02134,-1.377307,-1.207217,2.348819,3.978881
9.78,-0.839942,-0.085008,0.290632,-0.166487,0.401132,-0.065388,1.761998,0.024147,0.405859,-0.663927,-40.7109,-16.5079,7.4945,91.7612,-1.559,-15.6644,60.0,-9.0382,-24.2954,1.8739,-0.357948,-0.082403,0.173751,-0.744527,0.36988,0.10139,-0.039148,0.129874,0.638861,-0.553021,-1.277736,0.605863,1.226567,-0.584136,2.837421,-0.378301,-0.988172,-0.448819,-1.231222,-6.373799
9.8,-0.352976,-0.131624,0.12179,-0.646645,0.139472,0.177928,1.310517,0.069119,0.507868,-0.434214,16.4809,-51.1463,-10.0282,-7.2049,-5.3588,7.2803,60.0,-15.1522,-2.3858,-1.0815,-0.373123,-0.061941,0.202608,-0.714474,0.301178,0.102335,-0.028252,0.152941,0.612096,-0.471755,-0.544407,1.410155,0.569283,2.008229,-1.120632,0.164171,1.570192,1.980085,-1.530904,2.609214
9.82,0.058692,-0.478748,0.266051,-0.507523,0.26483,0.113013,0.17007,0.071266,0.65357,-0.085983,58.2348,-60.0,19.252,16.249,1.6742,-11.8231,-24.2009,-13.354,6.3229,13.2931,-0.37317,-0.048841,0.162337,-0.683439,0.270534,0.110754,0.010205,0.175689,0.606462,-0.454852,0.264721,0.500199,-2.597408,1.171531,-1.921559,0.491949,2.128846,0.851625,0.08589,1.476429
9.84,-0.213063,-0.257544,0.196843,-0.57491,0.213991,0.050466,0.119995,0.114628,0.639814,-0.122329,-31.3192,5.7533,3.7242,-10.7732,-6.512,-9.4181,13.026,2.7094,-1.8289,12.0693,-0.334158,-0.08013,0.158257,-0.6312,0.266287,0.110637,0.018327,0.145486,0.613587,-0.443927,2.001595,-1.562742,0.039286,2.22057,4.464771,0.015871,0.276939,-1.69499,0.665923,0.80257
9.86,-0.201139,-0.265263,0.210655,-0.724745,0.311738,-0.02533,-0.245362,0.127011,0.734682,-0.050753,-1.8412,-7.6348,3.8773,-23.2696,3.7606,-16.2602,-58.9086,0.4666,14.7188,14.7677,-0.315712,-0.097374,0.155161,-0.611883,0.260917,0.109779,0.025016,0.131589,0.620662,-0.430994,0.769647,-0.983173,0.48906,0.732637,-1.745214,-0.162047,0.183165,-0.270362,0.275498,0.446442
9.88,-0.574152,0.033215,0.205997,-0.865034,0.425635,0.033601,-0.372427,0.118048,0.671439,-0.562695,-58.2694,60.0,-2.7007,-20.4148,4.4428,0.792,-46.2313,0.8767,-1.0911,-6.4638,-0.302226,-0.130087,0.180519,-0.635461,0.297324,0.10179,0.006554,0.120523,0.634827,-0.416001,0.707085,-1.684591,1.535113,-1.620185,0.696593,-0.445768,-1.120434,-0.328806,0.760664,0.602051
9.9,-0.802433,-0.04062,0.26253,-0.499421,0.420466,-0.0419,1.532511,0.024851,0.439214,-0.572992,-38.5529,5.3888,0.6709,59.7701,-0.5095,-16.0012,60.0,-6.84,-33.3874,0.2784,-0.323017,-0.133707,0.215622,-0.705047,0.365101,0.100021,-0.025838,0.108854,0.644299,-0.494053,-1.349384,0.501329,1.175763,-3.342532,2.75156,-0.213852,-1.942473,-0.456366,0.303295,-3.470739
9.92,-0.445958,-0.173636,0.163243,-0.661068,0.22159,0.158045,1.341164,0.056454,0.546315,-0.445737,15.1167,-56.0686,-9.5295,15.1092,-5.7091,6.0416,60.0,-14.6587,1.2416,-6.2701,-0.354524,-0.104226,0.244426,-0.734019,0.361259,0.096388,-0.011678,0.1204,0.608027,-0.465691,-1.166238,1.598763,0.412755,-0.481456,0.123592,0.129723,1.877753,2.417107,-1.213123,7.139658
9.94,-0.061586,-0.502272,0.252364,-0.538754,0.157007,0.08021,0.306393,0.07053,0.623667,-0.270398,50.6515,-60.0,12.5243,18.9422,-7.5466,-12.6151,15.07,-10.0496,-9.1497,9.437,-0.362398,-0.094234,0.207642,-0.719449,0.337944,0.103506,0.01553,0.142143,0.628429,-0.48563,-0.223676,0.469711,-2.355109,0.943161,0.312206,0.368927,1.633476,0.844788,0.974734,-0.836104
9.96,-0.077517,-0.339768,0.338672,-0.644169,0.254145,0.012946,-0.15175,0.089085,0.706889,-0.103944,5.8237,-32.2006,24.5163,-7.7184,0.4447,-2.401,-56.6005,-0.5755,7.3117,15.1176,-0.33975,-0.103702,0.164157,-0.68247,0.315187,0.096593,0.034277,0.130943,0.63735,-0.481475,1.355527,-0.568945,-2.066339,1.55576,-2.915537,-0.41041,0.735021,-1.055972,0.36044,-0.016485
9.98,-0.473451,-0.012684,0.156633,-1.140749,0.280987,0.105929,-0.519291,0.159636,0.804687,-0.246357,-58.8095,60.0,-17.2006,-76.2081,-0.1417,12.3729,-60.0,8.907,16.8114,6.6124,-0.312518,-0.131668,0.202069,-0.667401,0.316569,0.088152,0.020102,0.103301,0.648469,-0.452396,1.40238,-1.691069,3.701939,0.601577,-1.294502,-0.39262,-1.141828,-0.957424,0.765118,1.645577
10.0,-0.704323,-0.101337,0.211924,-0.876916,0.463014,-0.102304,0.348535,0.084248,0.619225,-0.559966,-26.4533,15.1208,-1.8472,38.8791,4.2053,-27.3822,60.0,-1.9516,-29.1902,-3.4929,-0.331993,-0.146522,0.22772,-0.774536,0.357185,0.091994,-0.017485,0.098897,0.687273,-0.435221,-1.189072,-0.230557,0.078269,-6.267166,0.028128,-0.071292,-2.282592,0.142372,2.193545,-1.512014
10.02,-0.614188,-0.082607,0.199641,-0.443043,0.479921,-0.08952,0.852092,0.078278,0.573294,-0.345931,0.4813,-18.8717,1.4653,70.4278,0.6091,-7.7135,60.0,-6.315,-6.9684,9.0232,-0.358467,-0.127883,0.219274,-0.831067,0.415063,0.079361,-0.009127,0.118044,0.680435,-0.5019,-1.571051,1.058356,-1.0028,-1.412534,2.00527,-0.712673,1.68441,0.683956,-1.051862,-2.812541
10.04,-0.472201,-0.168142,0.179057,-0.624925,0.323149,0.118926,1.061713,0.0844,0.599888,-0.380512,-0.073,-60.0,0.4439,35.1604,-3.7581,19.4851,60.0,-4.7305,6.3223,4.3998,-0.374577,-0.094621,0.204246,-0.811528,0.390515,0.066426,0.06552,0.128472,0.651529,-0.519475,-0.589376,2.153095,-0.866576,-0.828522,1.074206,-0.469628,4.942849,0.094576,-1.625648,1.170446
10.06,-0.147695,-0.372551,0.321309,-0.484226,0.275652,0.061738,0.204188,0.105244,0.665553,-0.164353,31.5137,-60.0,23.1422,29.7987,-2.2559,-18.3683,-60.0,-14.1135,-8.3039,9.9699,-0.375071,-0.077176,0.16118,-0.791945,0.375028,0.076542,0.140114,0.176745,0.675603,-0.513026,0.104874,0.641613,-2.085212,1.890359,-1.736465,0.653174,3.763982,2.036694,0.785366,4.017253
10.08,-0.334259,-0.149718,0.208071,-0.524862,0.290265,0.001931,0.220781,0.130506,0.622267,-0.395973,-28.9648,-4.3712,8.8697,18.9161,-1.8284,-7.7677,18.3097,2.038,-7.6947,1.9789,-0.354003,-0.086019,0.137586,-0.751938,0.348209,0.074747,0.15012,0.159333,0.678771,-0.495374,1.291417,-0.317146,-0.532679,1.750104,-0.49429,-0.127606,-0.158322,-1.439217,-0.090229,2.017376
10.1,-0.246616,-0.266756,0.263776,-0.629285,0.283007,-0.026305,-0.036367,0.124492,0.692041,-0.29471,4.3467,-40.9958,11.7972,0.9924,-1.1444,-10.785,-43.9953,-1.3672,11.445,6.0085,-0.340405,-0.084261,0.139215,-0.71961,0.332936,0.072215,0.153902,0.14786,0.665081,-0.464562,0.393239,0.170418,0.192735,1.450927,-0.86143,-0.161515,0.22517,-0.283585,-0.855225,0.79351
10.12,-0.316102,-0.065599,0.151733,-1.118835,0.321472,0.096433,-0.397333,0.166027,0.992657,-0.203326,-4.829,25.7657,-3.1543,-64.7342,-0.0199,17.483,-60.0,4.7814,49.5661,6.4269,-0.334304,-0.096001,0.152263,-0.70644,0.325926,0.063871,0.132976,0.133817,0.659714,-0.433386,0.305775,-0.746024,0.90707,0.332213,-0.159921,-0.509612,-1.280928,-0.456388,0.043381,2.803572
10.14,-0.521555,-0.011355,0.20702,-1.222933,0.456861,0.161247,-0.554827,0.166668,0.799252,-0.680463,-19.6649,30.672,1.8429,-18.8278,-1.5302,12.2006,-52.9319,3.915,-27.4649,-15.6667,-0.34317,-0.10962,0.168676,-0.795784,0.363072,0.066855,0.084259,0.127239,0.731255,-0.402527,-0.286905,-0.417593,0.58248,-5.228159,5.335071,0.079209,-2.83796,0.008164,4.352277,4.595168
10.16,-0.821323,-0.054464,0.222561,-0.666595,0.502759,-0.086321,0.654542,0.077913,0.631709,-0.716434,-41.7126,1.7098,-1.5501,88.655,1.6661,-31.7772,60.0,-6.7066,-28.0394,-0.3587,-0.364896,-0.109391,0.195881,-0.921077,0.421648,0.071084,0.008781,0.129582,0.769386,-0.54533,-1.082091,0.351517,1.233721,-5.833457,1.594252,0.33033,-3.987027,0.450312,0.853702,-6.55098
10.18,-0.737473,-0.000142,0.236622,-0.480835,0.438556,0.029132,1.665314,0.067539,0.516057,-0.457483,-14.3457,-23.0816,4.3844,41.4724,-8.0872,-3.2469,60.0,-9.1888,-15.3387,11.1258,-0.389202,-0.08457,0.202937,-0.899791,0.479508,0.070331,-0.018529,0.14224,0.738072,-0.64731,-1.532839,1.514657,-0.297148,2.469493,6.51427,-0.118633,0.487239,0.502682,-2.075737,-3.56842
10.2,-0.459035,-0.118238,0.168117,-0.747875,0.248815,0.150696,1.165944,0.093498,0.528525,-0.386278,14.1699,-60.0,0.5767,19.8974,-7.6407,5.268,60.0,-4.2321,4.0031,1.9182,-0.415718,-0.039402,0.206447,-0.909259,0.446334,0.070854,0.054412,0.14222,0.67647,-0.549678,-0.835995,2.717058,-1.289774,0.498057,-0.262656,0.27135,5.886817,-0.187228,-3.026894,4.664494
